602AZ007171C8110004452560076620MESA                    ARIZ  100319120A004C26MWH26MWH20AQ45 000001                                                  22MWH20AQ45
602AZ007171C8110004452560076620MESA                    ARIZ  110326120A001A61FWN41MWN30OF45 000000
602AZ007171C8110004452560076620MESA                    ARIZ  120402120A001A50MWN52FWN12BF45 000000
602AZ007212 8110001562460076620PEORIA                  ARIZ  030809110A001A23MBN21MWH40AQ03 000000
602AZ007212 8110001562460076620PEORIA                  ARIZ  110402120A001A21MWN20MWN40FR26 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010810111A001B23MW 00UU 11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A002A56FBN68MBN30WI40 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A003A62FWN44FWN80OF99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A004B45FWN00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A005B33MWN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A006F29MWH00UUU11UN99 00100038MWH
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A007B32MWH00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A008ABBMWN21MBN90OF41 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A009B26MBN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809111A010A49FWN42MAN90ST99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  010809110B011A20MWH18MWH11AQ53 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A001A90MWU21MWH30UN03 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A002A41FWU16MWU80OF45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A003A62FWU53MWU20AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A004A27MBU26MBU12AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A005A24MIU26MWH12ST99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A006B25MWH00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A007B18MWH00UUU11UN45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  020728110A008A22FWH00MWH11ST99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A001A39MBN00MWH12ST99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A002BBBFBN00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A003A20MWH37MWN12ST81B000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A004A25MWH00MWH12ST03 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A005A34MWH26MWH12ST99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A006C26MWH28MWN12ST81B000001                                                  37MWN12ST81B
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A007CBBFWH37MWH30OF99 000002                                                  33MWH30OF99 44FWH30OF99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A008A49FBN18MBN12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A009A51FBN41MBN30WI99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111A010A28MAN21MAN12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  031220111B011A54FWN54MWN12WI51 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A001A32MBN28MBN12AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A002A20MWN21MWN15AQ18 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A003B45MBN00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A004C21MWN00MUU11UN99 000001                                                  00MUU11UN99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A005B45MWN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A006A22FWH21MWH12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A007B59MBN00UUU90UN45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A008A33MBN32MWH11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A009B29MBN00UUU12UN03 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041027111A010A30MWN31MWN12AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041102111A011C49MW 26MW 12ST81A000002                                                  25MW 12ST81A41MW 12ST81A
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041102111A012A48MW 34MW 12ST81A000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  041102111A013C40MW 26FW 13ST81A000004                                                  26MW 13ST81A59MW 13ST81A29MW 13ST81A34MW 13ST81A
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A001A37MWN27MWH12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A002A69MWN00MWN30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A003A60FWN86MWN12FR99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A004C30MWH27FWH14ST03 000001                                                  32MWH14ST03
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A005B18MBN00UUU13UN46 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A006A40MWH32MIN20FR99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A007C19MWN18FBN90ST99 000001                                                  24MBN20ST99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A008B00MWH00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A009A17MWH15MWH12FR99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A010A21MWH00MWH12UN45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A011A52FWN51MWN30WI99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A012B43MWH00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A013A46FWN38MBN30GF99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A014B19MBN00UUU20UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A015A28MWN26MWN80FR45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A016B43MWH00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A017A27MWH35MWH12ST81C000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  051220111A018C31MWN41MWH13ST81A000001                                                  40MAN13ST81A
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A001A37FWN51MWN12CW99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A002B24MWH00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A003A28MWN26MWN12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A004A21MWH18MWH12FR99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A005B19MWH00UUU14UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A006A45MIN49MWH20AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A007A18MWN26MWN12OF45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A008C30MIN25MWN20AQ03 000001                                                  25MBN20UN03
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A009B36MBN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A010A57MWN00MBN30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A011A39MBN30MWN12UN45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A012A30FBN18MBN30OK99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121A013A38MBN30MWH12ST80E000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  060214121B014CBBFWH33FWN85DA59 000001                                                  32MWH85DA59
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A001A31MWN31MWN12FR99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A002C36MWH26MWH12ST18 000001                                                  35MWH12ST18
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A003C10FWN22MWN85OF99 000001                                                  23FWN85OF99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A004A37MBN00MBN12UN18 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A005A19MWN18MBN11FR45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A006C78MWN17MWN12ST03 000001                                                  17MWN12ST03
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A007C46MWH00MWH11ST99 000001                                                  00MWH11ST99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  071106121A008A41MW 41FW 20HU45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A009B26MWH00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  070726121A010A21FWH24MWN12UN80C000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A001A24MWH22MWH12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A002A31MWH30MWH12AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A003B38MWH00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A004ABBFIN25MIN90OF99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A005C64MWN57MWN12FR99 000001                                                  56MWN12FR99
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A006B47FIN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A007A24FWH25MWH12WI99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A008A28FWH23MWH12WI45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A009F20MBN00UUU12UN45 00200026MBN35FBN
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A010A32FWN20MWH30WI45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  080106120A011A21MWH42MWN12ST81A000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A001ABBFBN24MBN40DA99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A002A45MWH33MWH30AQ45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A003B29MIN00UUU20UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A004A16MWH17MBN30AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A005B33MWH00UUU12UN05 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A006A55MBN40MBN12FR42 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A007B49MWH00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A008A47FBN28FBN30OF99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A009A28MBN36MBN11AQ18 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A010A20MWN22MWN12AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  090214120A011B23MWH00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A001B22MBN00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A002B26MWH00UUU12UN18 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A003A31MWN47MWH11FR45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A004B20MWH00UUU20UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A005B25MWN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A006A21MWH16MWH12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A007A30FBN22MBN30AQ41 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  100319120A008C24MWH35MWN12ST81A000001                                                  38MWN12ST81A
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A001A56FWN53MWN20AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110807121A002F41MW 00UU 12UN99 00100041MW
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A003A33MWN39MBN12AQ99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A004A23MIN41MWH20AQ80C000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A005B46MWH00UUU12UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A006A26MWN21MWH12ST03 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A007B40MWH00UUU12UN18 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A008B37MBN00UUU11UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  110725121A009A29MBN35FWN12ST80E000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A001B56MWH00UUU30UN99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A004B64MBN00UUU80UN03 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A005A28FWN26MWN12WI99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A006A24FWH24MWN12GF99 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A007A29MWH26MBN12ST45 000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120A008A19MWH31MWN12ST81A000000
602AZ007231A8110014660970076620PHOENIX                 ARIZ  120402120B009A50MBN29FBN90SO59 000000
602AZ007252 8110002204620076620SCOTTSDALE              ARIZ  080106120A001A24FWN60MWN12OK45 000000
602AZ007252 8110002204620076620SCOTTSDALE              ARIZ  080106120A002C21MWN30MWN11AQ45 000001                                                  36MWN11AQ45
602AZ007252 8110002204620076620SCOTTSDALE              ARIZ  110326120A001A50MWN59MWN12ST45 000000
602AZ007252 8110002204620076620SCOTTSDALE              ARIZ  120402120A001A20MWU26MBN14HO45 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  061027110A001A29MIN34MIN20OF45 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  061027110B002A69FWN64MWN12WI51 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  071220110B001A27MWN28MWN12FR59 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  080106120A001A75FWN77MWN12WI99 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  080106120A002A47MWH60MWN20AQ45 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  090214120A001B64FWN00UUU20UN99 000000
602AZ007292 8110001640080076620TEMPE                   ARIZ  100319120A001A29MWN28MWN12ST05 000000
602AZ007336 8110000064530076621WICKENBURG              ARIZ  051003110A001A63FWN60MWN12OK99 000000
602AZ008009B8110000762950084191MOHAVE                  ARIZ  030809110A001A53MWU43MWU90AQ99 000000
602AZ008009B8110000762950084191MOHAVE                  ARIZ  080106120A001C51MWN29MWN20FR45 000001                                                  28MWN20FR45
602AZ008009B8110000762950084191MOHAVE                  ARIZ  090214120A001A76FWN49MWN20AQ03 000000
602AZ008009B8110000762950084191MOHAVE                  ARIZ  090214120A002A30MWN25MWN12ST99 000000
602AZ008009B8110000762950084191MOHAVE                  ARIZ  110326120A001A51MWN34MWN14AQ99 000000
602AZ008009B8110000762950084191MOHAVE                  ARIZ  120402120A001A47MWN29MWN12ST99 000000
602AZ008014 8110000284650084190KINGMAN                 ARIZ  071220110A001C27MWH31MWN12AQ44 000001                                                  41MWN12AQ44
602AZ008014 8110000284650084190KINGMAN                 ARIZ  110326120A001A23MWH47MWN30OK45 000000
602AZ008043 8110000532710084190LAKE HAVASU CITY        ARIZ  110326120A001A62MWN43MWN12UN99 000000
602AZ008054 8110000401000084191BULLHEAD CITY           ARIZ  020728110A001A39MWH24MWH12AQ40 000000
602AZ008054 8110000401000084191BULLHEAD CITY           ARIZ  030809110A001A55MWN48MWH20AQ45 000000
602AZ008054 8110000401000084191BULLHEAD CITY           ARIZ  080106120A001B36MWH00UUU20UN18 000000
602AZ009008B811000069060009   0NAVAJO                  ARIZ  061027110A001A47FWN53MWN12WI99 000000
602AZ009008B811000069060009   0NAVAJO                  ARIZ  120402120A001A37MWN28MWH20AQ42 000000
602AZ009035 811000010811009   0SHOW LOW                ARIZ  040322121A001E45MW 19MW 20AQ05 00100146FW                                              21MW 20AQ05
602AZ009096 811000009792009   0WINSLOW                 ARIZ  020319120A001A67FBN45MBN20MO99 000000
602AZ009096 811000009792009   0WINSLOW                 ARIZ  060319120A001A20MWH21MWN20FR42 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  010906111A001D30MWN22MWN12ST99 00500063MWN76FWN76MWN79FWN09FWN
602AZ010009A8110003582640109061PIMA                    ARIZ  020803111A001ABBMW 19MW 85SO99 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  030809110A001A20MWH19MWH12AQ45 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  030809110A002A44MWU00MWU13UN99 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  051003110A001A26MWH00MUU13ST99 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  071220110A001B50MWU00UUU20UN99 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  071220110A002A53MWU00MWU12ST81F000000
602AZ010009A8110003582640109061PIMA                    ARIZ  080214120A001A34MWN41MWN13NE45 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  100319120A001A40MWH00MUU12UN18 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  100319120A002A27MWN23MWN12AQ18 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  100319120A003B43MWH00UUU30UN99 000000
602AZ010009A8110003582640109061PIMA                    ARIZ  120402120A001A17MWH19MWH12ST18 000000
602AZ010016 8110000057320109061SOUTH TUCSON            ARIZ  020728110A001A28MWH18MWH14ST18 000000
602AZ010016 8110000057320109061SOUTH TUCSON            ARIZ  090214120A001A21MWH24MWH12AQ42 000000
602AZ010016 8110000057320109061SOUTH TUCSON            ARIZ  100319120A001A23MIN48MIN20AQ45 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  010629110A001B27MIN00UUU12UN99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  010629110A002A23MBN16MBN12AQ46 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  010629110A003C21MWH19MWH12AQ18 000002                                                  20MWN12AQ18 21MWH12AQ18
602AZ010031B8110005274790109060TUCSON                  ARIZ  010629110A004A43MIN64MBN30AQ99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  010629110A005A40MBN33MBN20OF44 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  020810111A001A59MW 57MW 40AQ40 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  020728110A002A23MWH18MIN20ST99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  020728110A003A25MWH00MWH12AQ45 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  020728110A004A15MWH24MWH11ST03 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  020728110B005BBBMWH00UUU90UN59 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  030809110A001A62MWN47FWN12BF99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  030809110A002A24MWN18MWN12AQ45 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  030810111A003E22MW 22MW 13OF80C00100124MW                                              20MW 12AQ80C
602AZ010031B8110005274790109060TUCSON                  ARIZ  030810111A004C22MW 30MW 12ST81D000006                                                  31MW 12ST81D30MW 12ST81D37MW 12ST81D32MW 12ST81D32MW 12ST81D45MW 12ST81D
602AZ010031B8110005274790109060TUCSON                  ARIZ  041220111A001B00MUU00UUU90UN99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  041220111A002A16FIN18MWH12AQ99 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  041220111A003B24MBN00UUU12UN46 000000
602AZ010031B8110005274790109060TUCSON                  ARIZ  041220111A004A39MWH37MWH12AQ42 000000
